project_title,project_url,university_name,supervisors_info,applications_info
PhD Research Project: Photo-electro-bio-catalytic systems for wastewater treatment and resource recovery at Ulster University - Belfast Campus,/phds/project/photo-electro-bio-catalytic-systems-for-wastewater-treatment-and-resource-recovery/?p166381,Ulster University - Belfast Campus,Supervisor: Prof J Byrne,26 February 2024
PhD Research Project: Autonomous multi robot system for fast and long traversal PhD at Cranfield University,/phds/project/autonomous-multi-robot-system-for-fast-and-long-traversal-phd/?p166380,Cranfield University,Supervisor: Dr S Upadhyay,10 January 2024
PhD Research Project: Novel metal-organic frameworks and their functional derivatives for affordable clean energy generation at Ulster University - Belfast Campus,/phds/project/novel-metal-organic-frameworks-and-their-functional-derivatives-for-affordable-clean-energy-generation/?p166379,Ulster University - Belfast Campus,Supervisor: Dr SC Chakrabarti,26 February 2024
PhD Research Project: A level playing field? Understanding diversity in the British Sports Media (NBC24/DOMENEGHETTI) at Northumbria University,/phds/project/a-level-playing-field-understanding-diversity-in-the-british-sports-media-nbc24-domeneghetti/?p166378,Northumbria University,Supervisor: Dr R Domeneghetti,9 January 2024
PhD Research Project: Digitally twinned AI-assisted biosensing of emerging pathogens for ‘One-Health’ sustainability at Ulster University - Belfast Campus,/phds/project/digitally-twinned-ai-assisted-biosensing-of-emerging-pathogens-for-one-health-sustainability/?p166377,Ulster University - Belfast Campus,Supervisor: Dr NB Bhalla,26 February 2024
PhD Research Project: The development of natural fibre composites for marine applications at Ulster University - Belfast Campus,/phds/project/the-development-of-natural-fibre-composites-for-marine-applications/?p166376,Ulster University - Belfast Campus,Supervisor: Dr A McIlhagger,26 February 2024
PhD Research Project: ALBERT CDT Project: Applying Robotics and AI to Scale up Novel Chemistry Discovery and Synthesis at University of York,/phds/project/albert-cdt-project-applying-robotics-and-ai-to-scale-up-novel-chemistry-discovery-and-synthesis/?p166375,University of York,"Supervisors: Dr J Oyekan, Prof I J S Fairlamb, Prof H Sneddon",5 January 2024
PhD Research Project: ALBERT CDT Project: Verification of Human-Robot Teamwork in Chemical Experiments at University of York,/phds/project/albert-cdt-project-verification-of-human-robot-teamwork-in-chemical-experiments/?p166374,University of York,"Supervisors: Dr P Ribeiro, Dr J Zhu",5 January 2024
"PhD Research Project: Strategies and methods for building sustainable medical devices by reduction of energy in hardware, software and offloaded processing at Ulster University - Belfast Campus",/phds/project/strategies-and-methods-for-building-sustainable-medical-devices-by-reduction-of-energy-in-hardware-software-and-offloaded-processing/?p166373,Ulster University - Belfast Campus,Supervisor: Prof CT Turner,26 February 2024
PhD Research Project: 3D behaviour of masonry arch bridges at University of Sheffield,/phds/project/3d-behaviour-of-masonry-arch-bridges/?p166372,University of Sheffield,"Supervisors: Prof M Gilbert, Dr C Smith",Year round applications
PhD Research Project: Transformative Applications of Quantum Machine Learning in Digital Healthcare at Ulster University - Belfast Campus,/phds/project/transformative-applications-of-quantum-machine-learning-in-digital-healthcare/?p166371,Ulster University - Belfast Campus,Supervisor: Dr SK Orappanpara Soman,26 February 2024
PhD Research Project: Fungal disease risks under landscape homogenisation: tracking fungal transmission across plant-pollinator networks using contemporary and historic museum specimens at Imperial College London,/phds/project/fungal-disease-risks-under-landscape-homogenisation-tracking-fungal-transmission-across-plant-pollinator-networks-using-contemporary-and-historic-museum-specimens/?p166370,Imperial College London,Supervisor: Dr R Gill,15 January 2024
PhD Opportunities: Cambridge Institute of Therapeutic Immunology and Infectious Disease (CITIID) PhD Programme in Immunity and Infection at University of Cambridge,/phds/program/cambridge-institute-of-therapeutic-immunology-and-infectious-disease-citiid-phd-programme-in-immunity-and-infection/?i290p5108,,N/A,Funded PhD Programme (Students Worldwide)
PhD Research Project: Detection and Classification of Complications in the Cardiovascular System During Artificial Heart Pump Support at Ulster University - Belfast Campus,/phds/project/detection-and-classification-of-complications-in-the-cardiovascular-system-during-artificial-heart-pump-support/?p166369,Ulster University - Belfast Campus,Supervisor: Dr S Bozkurt,26 February 2024
PhD Research Project: ALBERT CDT Project: Communication Failure Effects on Human Behaviour in Autonomous Robotic Laboratory (ARL) Environments at University of York,/phds/project/albert-cdt-project-communication-failure-effects-on-human-behaviour-in-autonomous-robotic-laboratory-arl-environments/?p166368,University of York,"Supervisors: Dr P Yadav, Dr E Geangu",5 January 2024
PhD Research Project: Active functionalised antifouling surfaces at Ulster University - Belfast Campus,/phds/project/active-functionalised-antifouling-surfaces/?p166367,Ulster University - Belfast Campus,Supervisor: Dr SJ Jana,26 February 2024
PhD Research Project: ALBERT CDT Project: Situational Awareness in Robots for Maintaining Operational Performance in Laboratory Experiments at University of York,/phds/project/albert-cdt-project-situational-awareness-in-robots-for-maintaining-operational-performance-in-laboratory-experiments/?p166366,University of York,Supervisor: Dr X Fang,5 January 2024
PhD Research Project: Smartphone-based Motion Capture in Biomechanical Modeling for Application in Personlised Orthpoaedic Interventions at Ulster University - Belfast Campus,/phds/project/smartphone-based-motion-capture-in-biomechanical-modeling-for-application-in-personlised-orthpoaedic-interventions/?p166365,Ulster University - Belfast Campus,Supervisor: Dr JOC O'Connor,26 February 2024
PhD Research Project: In-situ monitoring of metal deposition for robotic Wire Arc Additive Manufacturing process at Ulster University - Magee Campus,/phds/project/in-situ-monitoring-of-metal-deposition-for-robotic-wire-arc-additive-manufacturing-process/?p166364,Ulster University - Magee Campus,Supervisor: Dr SN Nikam,26 February 2024
"PhD Research Project: Low field MRI physics for 1H, 19F and 129Xe MRI at University of Sheffield",/phds/project/low-field-mri-physics-for-1h-19f-and-129xe-mri/?p166363,University of Sheffield,"Supervisors: Prof J Wild, Prof J Wolber, Dr G Norquay, Dr N Stewart",21 December 2023
PhD Research Project: Electro-mechanical spinning (EMS): Innovative Technique to scale-up efficient nanofibers mats for wearable electronics applications at Ulster University - Belfast Campus,/phds/project/electro-mechanical-spinning-ems-innovative-technique-to-scale-up-efficient-nanofibers-mats-for-wearable-electronics-applications/?p166362,Ulster University - Belfast Campus,Supervisor: Dr NS Shehata,26 February 2024
PhD Research Project: Tree stability in high winds at University of Birmingham,/phds/project/tree-stability-in-high-winds/?p166361,University of Birmingham,"Supervisors: Prof N Metje, Prof Mark Sterling",29 February 2024
"PhD Research Project: FLEXUS: Flexible, Lightweight, EXceptional Ultrasound Sensors using Nanocomposite Technology at Ulster University - Belfast Campus",/phds/project/flexus-flexible-lightweight-exceptional-ultrasound-sensors-using-nanocomposite-technology/?p166360,Ulster University - Belfast Campus,Supervisor: Dr MT Tabatabaeipour,26 February 2024
PhD Research Project: AI in Engineering Education and Skills Development for the Advanced Manufacturing sector. at Ulster University - Belfast Campus,/phds/project/ai-in-engineering-education-and-skills-development-for-the-advanced-manufacturing-sector/?p166359,Ulster University - Belfast Campus,Supervisor: Prof MM Morgan,26 February 2024
PhD Research Project: Resorbable Biomaterials for Next-Generation Orthopaedics at Ulster University - Belfast Campus,/phds/project/resorbable-biomaterials-for-next-generation-orthopaedics/?p166358,Ulster University - Belfast Campus,Supervisor: Dr JW Ward,26 February 2024
PhD Research Project: Energy efficient solutions to illuminate shadow regions for beyond 5G and 6G mobile communications at Ulster University - Belfast Campus,/phds/project/energy-efficient-solutions-to-illuminate-shadow-regions-for-beyond-5g-and-6g-mobile-communications/?p166357,Ulster University - Belfast Campus,Supervisor: Dr GM Goncalves Machado,26 February 2024
PhD Research Project: Creation of real-time gravity maps for engineering targets using advanced data processing at University of Birmingham,/phds/project/creation-of-real-time-gravity-maps-for-engineering-targets-using-advanced-data-processing/?p154061,University of Birmingham,"Supervisors: Prof N Metje, Prof M Holynski",11 January 2024
PhD Research Project: Cold-atom gravity gradient sensor development at University of Birmingham,/phds/project/cold-atom-gravity-gradient-sensor-development/?p161542,University of Birmingham,"Supervisors: Prof M Holynski, Prof N Metje",29 February 2024
PhD Research Project: Advanced geophysical multi-sensor data inversion and integration into GIS at University of Birmingham,/phds/project/advanced-geophysical-multi-sensor-data-inversion-and-integration-into-gis/?p145259,University of Birmingham,"Supervisors: Dr A Faramarzi, Prof N Metje",31 December 2023
PhD Research Project: Fabrication of PEEK bioactive composites with substituted hydroxyapatite for orthopaedic and dental applications via 3D printing at Ulster University - Belfast Campus,/phds/project/fabrication-of-peek-bioactive-composites-with-substituted-hydroxyapatite-for-orthopaedic-and-dental-applications-via-3d-printing/?p166356,Ulster University - Belfast Campus,"Supervisors: Dr FM Manzoor, Dr AG Golbang, Dr AB Boyd",26 February 2024
PhD Research Project: Wearable Sensing Techniques for Arm-based ECG and Bioimpedance Long-term Monitoring of Cardiac Pumping Effectiveness in Heart Failure and Atrial Fibrillation Assessment Methods. at Ulster University - Belfast Campus,/phds/project/wearable-sensing-techniques-for-arm-based-ecg-and-bioimpedance-long-term-monitoring-of-cardiac-pumping-effectiveness-in-heart-failure-and-atrial-fibrillation-assessment-methods/?p166355,Ulster University - Belfast Campus,Supervisor: Prof OE Escalona,26 February 2024
PhD Research Project: Personalised intervention approaches to improve and maintain physical activity following cardiac rehabilitation SSEHS/NP24 at Loughborough University,/phds/project/personalised-intervention-approaches-to-improve-and-maintain-physical-activity-following-cardiac-rehabilitation-ssehs-np24/?p166354,Loughborough University,"Supervisors: Dr N Paine, Dr F Kinnafick",31 January 2024
PhD Research Project: Modelling and simulation of novel multi-axial preforms for complex loaded composite applications at Ulster University - Belfast Campus,/phds/project/modelling-and-simulation-of-novel-multi-axial-preforms-for-complex-loaded-composite-applications/?p166353,Ulster University - Belfast Campus,"Supervisors: Dr CR Ralph, Dr JU Ullah, Dr E Archer",26 February 2024
PhD Research Project: PhD Study : Digital community mental health: what can crowdsourcing methodology tell us about mental health self-care strategies presented in online communities at Ulster University - Coleraine Campus,/phds/project/phd-study-digital-community-mental-health-what-can-crowdsourcing-methodology-tell-us-about-mental-health-self-care-strategies-presented-in-online-communities/?p166352,Ulster University - Coleraine Campus,Supervisor: Dr E McElroy,5 February 2024
PhD Research Project: PhD Study : Back to the future: using natural language processing to harmonise and pool mental health data from existing sources at Ulster University - Coleraine Campus,/phds/project/phd-study-back-to-the-future-using-natural-language-processing-to-harmonise-and-pool-mental-health-data-from-existing-sources/?p166351,Ulster University - Coleraine Campus,Supervisor: Dr E McElroy,5 February 2024
